Date,Product,Category,Sales,Current_Stock,Unit_Price,Promotion_Flag,Holiday_Flag,Lead_Time_Days
2025-04-14,Milk,Groceries,72,453,30,0,0,5
2025-04-14,Coffee,Groceries,75,464,400,0,0,3
2025-04-15,Laptop,Electronics,56,428,70000,1,0,2
2025-04-15,Smartphone,Electronics,34,446,30000,0,0,3
2025-04-15,Headphones,Electronics,39,453,3000,0,0,5
2025-04-15,T-Shirt,Fashion,51,448,800,0,0,4
2025-04-15,Jeans,Fashion,51,449,1500,0,0,5
2025-04-15,Sneakers,Fashion,56,423,2500,0,0,5
2025-04-15,Rice,Groceries,82,426,60,0,0,4
2025-04-15,Milk,Groceries,89,419,30,0,0,7
2025-04-15,Coffee,Groceries,81,402,400,0,0,4
2025-04-16,Laptop,Electronics,31,454,70000,0,0,6
2025-04-16,Smartphone,Electronics,35,454,30000,0,0,6
2025-04-16,Headphones,Electronics,38,446,3000,0,0,6
2025-04-16,T-Shirt,Fashion,54,464,800,0,0,5
2025-04-16,Jeans,Fashion,42,463,1500,0,0,6
2025-04-16,Sneakers,Fashion,46,463,2500,0,0,5
2025-04-16,Rice,Groceries,74,391,60,0,0,3
2025-04-16,Milk,Groceries,79,412,30,0,0,3
2025-04-16,Coffee,Groceries,73,442,400,0,0,7
2025-04-17,Laptop,Electronics,29,463,70000,0,0,4
2025-04-17,Smartphone,Electronics,36,441,30000,0,0,2
2025-04-17,Headphones,Electronics,28,474,3000,0,0,6
2025-04-17,T-Shirt,Fashion,44,482,800,0,0,3
2025-04-17,Jeans,Fashion,49,391,1500,0,0,5
2025-04-17,Sneakers,Fashion,70,452,2500,1,0,2
2025-04-17,Rice,Groceries,76,453,60,0,0,3
2025-04-17,Milk,Groceries,81,381,30,0,0,7
2025-04-17,Coffee,Groceries,69,420,400,0,0,4
2025-04-18,Laptop,Electronics,26,460,70000,0,0,3
2025-04-18,Smartphone,Electronics,32,517,30000,0,0,4
2025-04-18,Headphones,Electronics,28,489,3000,0,0,3
2025-04-18,T-Shirt,Fashion,60,433,800,1,0,6
2025-04-18,Jeans,Fashion,45,463,1500,0,0,2
2025-04-18,Sneakers,Fashion,49,425,2500,0,0,6
2025-04-18,Rice,Groceries,71,453,60,0,0,3
2025-04-18,Milk,Groceries,70,425,30,0,0,3
2025-04-18,Coffee,Groceries,75,418,400,0,0,5
2025-04-19,Laptop,Electronics,40,482,70000,0,0,5
2025-04-19,Smartphone,Electronics,42,432,30000,0,0,7
2025-04-19,Headphones,Electronics,39,486,3000,0,0,5
2025-04-19,T-Shirt,Fashion,48,452,800,0,0,7
2025-04-19,Jeans,Fashion,53,440,1500,0,0,3
2025-04-19,Sneakers,Fashion,54,431,2500,0,0,5
2025-04-19,Rice,Groceries,74,443,60,0,0,6
2025-04-19,Milk,Groceries,81,424,30,0,0,6
2025-04-19,Coffee,Groceries,85,392,400,0,0,4
2025-04-20,Laptop,Electronics,41,434,70000,0,0,7
2025-04-20,Smartphone,Electronics,36,459,30000,0,0,2
2025-04-20,Headphones,Electronics,36,476,3000,0,0,6
2025-04-20,T-Shirt,Fashion,63,455,800,1,0,7
2025-04-20,Jeans,Fashion,44,440,1500,0,0,7
2025-04-20,Sneakers,Fashion,57,447,2500,0,0,7
2025-04-20,Rice,Groceries,78,373,60,0,0,5
2025-04-20,Milk,Groceries,87,363,30,0,0,3
2025-04-20,Coffee,Groceries,80,439,400,0,0,3
2025-04-21,Laptop,Electronics,25,434,70000,0,0,5
2025-04-21,Smartphone,Electronics,22,470,30000,0,0,4
2025-04-21,Headphones,Electronics,22,484,3000,0,0,5
2025-04-21,T-Shirt,Fashion,43,464,800,0,0,7
2025-04-21,Jeans,Fashion,61,435,1500,1,0,6
2025-04-21,Sneakers,Fashion,39,426,2500,0,0,6
2025-04-21,Rice,Groceries,67,418,60,0,0,3
2025-04-21,Milk,Groceries,66,412,30,0,0,6
2025-04-21,Coffee,Groceries,72,409,400,0,0,7
2025-04-22,Laptop,Electronics,27,469,70000,0,0,3
2025-04-22,Smartphone,Electronics,20,496,30000,0,0,7
2025-04-22,Headphones,Electronics,19,483,3000,0,0,4
2025-04-22,T-Shirt,Fashion,56,467,800,1,0,4
2025-04-22,Jeans,Fashion,55,469,1500,1,0,7
2025-04-22,Sneakers,Fashion,41,468,2500,0,0,3
2025-04-22,Rice,Groceries,71,409,60,0,0,2
2025-04-22,Milk,Groceries,69,421,30,0,0,5
2025-04-22,Coffee,Groceries,70,415,400,0,0,4
2025-04-23,Laptop,Electronics,19,447,70000,0,0,7
2025-04-23,Smartphone,Electronics,36,436,30000,1,0,6
2025-04-23,Headphones,Electronics,22,481,3000,0,0,2
2025-04-23,T-Shirt,Fashion,62,440,800,1,0,2
2025-04-23,Jeans,Fashion,40,425,1500,0,0,3
2025-04-23,Sneakers,Fashion,35,457,2500,0,0,6
2025-04-23,Rice,Groceries,70,421,60,0,0,7
2025-04-23,Milk,Groceries,80,443,30,0,0,2
2025-04-23,Coffee,Groceries,68,421,400,0,0,5
2025-04-24,Laptop,Electronics,25,459,70000,0,0,7
2025-04-24,Smartphone,Electronics,30,473,30000,0,0,5
2025-04-24,Headphones,Electronics,15,490,3000,0,0,2
2025-04-24,T-Shirt,Fashion,39,444,800,0,0,5
2025-04-24,Jeans,Fashion,53,426,1500,1,0,6
2025-04-24,Sneakers,Fashion,42,441,2500,0,0,7
2025-04-24,Rice,Groceries,72,418,60,0,0,7
2025-04-24,Milk,Groceries,67,449,30,0,0,7
2025-04-24,Coffee,Groceries,68,433,400,0,0,5
2025-04-25,Laptop,Electronics,29,475,70000,0,0,5
2025-04-25,Smartphone,Electronics,24,448,30000,0,0,4
2025-04-25,Headphones,Electronics,31,457,3000,0,0,7
2025-04-25,T-Shirt,Fashion,40,474,800,0,0,2
2025-04-25,Jeans,Fashion,43,449,1500,0,0,5
2025-04-25,Sneakers,Fashion,40,453,2500,0,0,3
2025-04-25,Rice,Groceries,71,416,60,0,0,3
2025-04-25,Milk,Groceries,71,453,30,0,0,3
2025-04-25,Coffee,Groceries,64,431,400,0,0,4
2025-04-26,Laptop,Electronics,37,434,70000,0,0,5
2025-04-26,Smartphone,Electronics,19,522,30000,0,0,3
2025-04-26,Headphones,Electronics,30,470,3000,0,0,6
2025-04-26,T-Shirt,Fashion,50,450,800,0,0,2
2025-04-26,Jeans,Fashion,50,423,1500,0,0,6
2025-04-26,Sneakers,Fashion,53,412,2500,0,0,2
2025-04-26,Rice,Groceries,78,420,60,0,0,3
2025-04-26,Milk,Groceries,74,435,30,0,0,4
2025-04-26,Coffee,Groceries,84,391,400,0,0,2
2025-04-27,Laptop,Electronics,41,444,70000,0,0,2
2025-04-27,Smartphone,Electronics,36,474,30000,0,0,7
2025-04-27,Headphones,Electronics,29,481,3000,0,0,3
2025-04-27,T-Shirt,Fashion,54,445,800,0,0,6
2025-04-27,Jeans,Fashion,56,431,1500,0,0,4
2025-04-27,Sneakers,Fashion,51,449,2500,0,0,6
2025-04-27,Rice,Groceries,72,393,60,0,0,7
2025-04-27,Milk,Groceries,77,444,30,0,0,5
2025-04-27,Coffee,Groceries,86,419,400,0,0,4
2025-04-28,Laptop,Electronics,30,485,70000,0,0,7
2025-04-28,Smartphone,Electronics,29,471,30000,0,0,5
2025-04-28,Headphones,Electronics,24,470,3000,0,0,5
2025-04-28,T-Shirt,Fashion,35,502,800,0,0,6
2025-04-28,Jeans,Fashion,61,415,1500,1,0,4
2025-04-28,Sneakers,Fashion,47,455,2500,0,0,3
2025-04-28,Rice,Groceries,73,402,60,0,0,4
2025-04-28,Milk,Groceries,77,406,30,0,0,4
2025-04-28,Coffee,Groceries,75,454,400,0,0,7
2025-04-29,Laptop,Electronics,28,502,70000,0,0,6
2025-04-29,Smartphone,Electronics,29,519,30000,0,0,5
2025-04-29,Headphones,Electronics,39,431,3000,0,0,2
2025-04-29,T-Shirt,Fashion,41,424,800,0,0,4
2025-04-29,Jeans,Fashion,49,453,1500,0,0,6
2025-04-29,Sneakers,Fashion,47,437,2500,0,0,2
2025-04-29,Rice,Groceries,74,414,60,0,0,2
2025-04-29,Milk,Groceries,80,423,30,0,0,3
2025-04-29,Coffee,Groceries,78,446,400,0,0,7
2025-04-30,Laptop,Electronics,46,459,70000,1,0,3
2025-04-30,Smartphone,Electronics,30,495,30000,0,0,2
2025-04-30,Headphones,Electronics,25,512,3000,0,0,2
2025-04-30,T-Shirt,Fashion,40,461,800,0,0,5
2025-04-30,Jeans,Fashion,54,413,1500,0,0,5
2025-04-30,Sneakers,Fashion,53,459,2500,0,0,5
2025-04-30,Rice,Groceries,81,380,60,0,0,6
2025-04-30,Milk,Groceries,87,428,30,0,0,3
2025-04-30,Coffee,Groceries,75,418,400,0,0,4
2025-05-01,Laptop,Electronics,36,459,70000,0,0,6
2025-05-01,Smartphone,Electronics,33,439,30000,0,0,6
2025-05-01,Headphones,Electronics,38,477,3000,0,0,3
2025-05-01,T-Shirt,Fashion,50,462,800,0,0,6
2025-05-01,Jeans,Fashion,75,410,1500,1,0,2
2025-05-01,Sneakers,Fashion,47,449,2500,0,0,6
2025-05-01,Rice,Groceries,82,450,60,0,0,3
2025-05-01,Milk,Groceries,75,417,30,0,0,4
2025-05-01,Coffee,Groceries,75,440,400,0,0,4
2025-05-02,Laptop,Electronics,41,459,70000,0,0,2
2025-05-02,Smartphone,Electronics,39,466,30000,0,0,7
2025-05-02,Headphones,Electronics,36,473,3000,0,0,4
2025-05-02,T-Shirt,Fashion,50,459,800,0,0,4
2025-05-02,Jeans,Fashion,57,431,1500,0,0,3
2025-05-02,Sneakers,Fashion,48,469,2500,0,0,7
2025-05-02,Rice,Groceries,82,425,60,0,0,2
2025-05-02,Milk,Groceries,76,438,30,0,0,4
2025-05-02,Coffee,Groceries,82,415,400,0,0,6
2025-05-03,Laptop,Electronics,45,468,70000,0,0,7
2025-05-03,Smartphone,Electronics,49,436,30000,0,0,7
2025-05-03,Headphones,Electronics,46,455,3000,0,0,4
2025-05-03,T-Shirt,Fashion,81,418,800,1,0,2
2025-05-03,Jeans,Fashion,67,461,1500,0,0,5
2025-05-03,Sneakers,Fashion,60,401,2500,0,0,6
2025-05-03,Rice,Groceries,108,344,60,1,0,6
2025-05-03,Milk,Groceries,109,375,30,1,0,5
2025-05-03,Coffee,Groceries,96,399,400,0,0,7
2025-05-04,Laptop,Electronics,46,464,70000,0,0,4
2025-05-04,Smartphone,Electronics,49,457,30000,0,0,7
2025-05-04,Headphones,Electronics,69,397,3000,1,0,6
2025-05-04,T-Shirt,Fashion,68,428,800,0,0,6
2025-05-04,Jeans,Fashion,63,424,1500,0,0,3
2025-05-04,Sneakers,Fashion,68,466,2500,0,0,6
2025-05-04,Rice,Groceries,100,393,60,0,0,6
2025-05-04,Milk,Groceries,88,448,30,0,0,2
2025-05-04,Coffee,Groceries,99,416,400,0,0,2
2025-05-05,Laptop,Electronics,66,431,70000,1,0,4
2025-05-05,Smartphone,Electronics,40,433,30000,0,0,2
2025-05-05,Headphones,Electronics,45,512,3000,0,0,7
2025-05-05,T-Shirt,Fashion,58,436,800,0,0,2
2025-05-05,Jeans,Fashion,52,470,1500,0,0,6
2025-05-05,Sneakers,Fashion,64,406,2500,0,0,5
2025-05-05,Rice,Groceries,88,415,60,0,0,7
2025-05-05,Milk,Groceries,86,404,30,0,0,3
2025-05-05,Coffee,Groceries,91,431,400,0,0,6
2025-05-06,Laptop,Electronics,45,454,70000,0,0,3
2025-05-06,Smartphone,Electronics,59,457,30000,1,0,2
2025-05-06,Headphones,Electronics,68,426,3000,1,0,6
2025-05-06,T-Shirt,Fashion,51,438,800,0,0,4
2025-05-06,Jeans,Fashion,59,418,1500,0,0,4
2025-05-06,Sneakers,Fashion,54,405,2500,0,0,4
2025-05-06,Rice,Groceries,98,400,60,1,0,3
2025-05-06,Milk,Groceries,95,385,30,0,0,3
2025-05-06,Coffee,Groceries,84,406,400,0,0,7
2025-05-07,Laptop,Electronics,59,460,70000,1,0,2
2025-05-07,Smartphone,Electronics,45,481,30000,0,0,6
2025-05-07,Headphones,Electronics,53,443,3000,0,0,5
2025-05-07,T-Shirt,Fashion,52,446,800,0,0,5
2025-05-07,Jeans,Fashion,56,426,1500,0,0,3
2025-05-07,Sneakers,Fashion,64,391,2500,0,0,4
2025-05-07,Rice,Groceries,88,384,60,0,0,5
2025-05-07,Milk,Groceries,93,433,30,0,0,7
2025-05-07,Coffee,Groceries,96,395,400,0,0,7
2025-05-08,Laptop,Electronics,43,454,70000,0,0,6
2025-05-08,Smartphone,Electronics,46,440,30000,0,0,3
2025-05-08,Headphones,Electronics,51,437,3000,0,0,3
2025-05-08,T-Shirt,Fashion,67,460,800,0,0,2
2025-05-08,Jeans,Fashion,85,424,1500,1,0,2
2025-05-08,Sneakers,Fashion,65,406,2500,0,0,3
2025-05-08,Rice,Groceries,96,411,60,0,0,7
2025-05-08,Milk,Groceries,92,406,30,0,0,3
2025-05-08,Coffee,Groceries,90,423,400,0,0,7
2025-05-09,Laptop,Electronics,44,427,70000,0,0,3
2025-05-09,Smartphone,Electronics,46,407,30000,0,0,6
2025-05-09,Headphones,Electronics,39,483,3000,0,0,3
2025-05-09,T-Shirt,Fashion,56,439,800,0,0,2
2025-05-09,Jeans,Fashion,57,427,1500,0,0,2
2025-05-09,Sneakers,Fashion,58,463,2500,0,0,5
2025-05-09,Rice,Groceries,92,403,60,0,0,6
2025-05-09,Milk,Groceries,98,414,30,0,0,6
2025-05-09,Coffee,Groceries,90,429,400,0,0,6
2025-05-10,Laptop,Electronics,47,474,70000,0,0,6
2025-05-10,Smartphone,Electronics,59,427,30000,0,0,5
2025-05-10,Headphones,Electronics,75,455,3000,1,0,4
2025-05-10,T-Shirt,Fashion,67,393,800,0,0,5
2025-05-10,Jeans,Fashion,69,434,1500,0,0,2
2025-05-10,Sneakers,Fashion,71,401,2500,0,0,6
2025-05-10,Rice,Groceries,98,418,60,0,0,5
2025-05-10,Milk,Groceries,94,427,30,0,0,4
2025-05-10,Coffee,Groceries,99,427,400,0,0,7
2025-05-11,Laptop,Electronics,53,454,70000,0,0,7
2025-05-11,Smartphone,Electronics,58,405,30000,0,0,5
2025-05-11,Headphones,Electronics,62,432,3000,0,0,7
2025-05-11,T-Shirt,Fashion,63,418,800,0,0,3
2025-05-11,Jeans,Fashion,62,432,1500,0,0,5
2025-05-11,Sneakers,Fashion,66,444,2500,0,0,7
2025-05-11,Rice,Groceries,96,414,60,0,0,7
2025-05-11,Milk,Groceries,91,406,30,0,0,5
2025-05-11,Coffee,Groceries,89,387,400,0,0,2
2025-05-12,Laptop,Electronics,36,467,70000,0,0,4
2025-05-12,Smartphone,Electronics,71,427,30000,1,0,5
2025-05-12,Headphones,Electronics,44,452,3000,0,0,7
2025-05-12,T-Shirt,Fashion,62,427,800,0,0,7
2025-05-12,Jeans,Fashion,58,415,1500,0,0,4
2025-05-12,Sneakers,Fashion,60,448,2500,0,0,4
2025-05-12,Rice,Groceries,90,424,60,0,0,6
2025-05-12,Milk,Groceries,81,429,30,0,0,2
2025-05-12,Coffee,Groceries,90,420,400,0,0,7
2025-05-13,Laptop,Electronics,37,500,70000,0,0,7
2025-05-13,Smartphone,Electronics,36,476,30000,0,0,7
2025-05-13,Headphones,Electronics,43,467,3000,0,0,2
2025-05-13,T-Shirt,Fashion,50,456,800,0,0,3
2025-05-13,Jeans,Fashion,56,461,1500,0,0,4
2025-05-13,Sneakers,Fashion,78,450,2500,1,0,6
2025-05-13,Rice,Groceries,92,440,60,0,0,2
2025-05-13,Milk,Groceries,82,409,30,0,0,5
2025-05-13,Coffee,Groceries,83,427,400,0,0,6
2025-05-14,Laptop,Electronics,44,456,70000,0,0,3
2025-05-14,Smartphone,Electronics,29,486,30000,0,0,5
2025-05-14,Headphones,Electronics,48,452,3000,1,0,7
2025-05-14,T-Shirt,Fashion,52,464,800,0,0,3
2025-05-14,Jeans,Fashion,74,420,1500,1,0,3
2025-05-14,Sneakers,Fashion,59,417,2500,0,0,6
2025-05-14,Rice,Groceries,77,434,60,0,0,2
2025-05-14,Milk,Groceries,81,431,30,0,0,4
2025-05-14,Coffee,Groceries,81,441,400,0,0,3
2025-05-15,Laptop,Electronics,42,453,70000,0,0,3
2025-05-15,Smartphone,Electronics,44,427,30000,0,0,4
2025-05-15,Headphones,Electronics,27,488,3000,0,0,6
2025-05-15,T-Shirt,Fashion,69,402,800,1,0,2
2025-05-15,Jeans,Fashion,80,436,1500,1,0,5
2025-05-15,Sneakers,Fashion,46,474,2500,0,0,3
2025-05-15,Rice,Groceries,77,399,60,0,0,3
2025-05-15,Milk,Groceries,86,413,30,0,0,6
2025-05-15,Coffee,Groceries,81,410,400,0,0,4
2025-05-16,Laptop,Electronics,38,518,70000,0,0,5
2025-05-16,Smartphone,Electronics,56,477,30000,1,0,6
2025-05-16,Headphones,Electronics,36,453,3000,0,0,3
2025-05-16,T-Shirt,Fashion,48,450,800,0,0,7
2025-05-16,Jeans,Fashion,54,441,1500,0,0,6
2025-05-16,Sneakers,Fashion,45,473,2500,0,0,7
2025-05-16,Rice,Groceries,83,439,60,0,0,5
2025-05-16,Milk,Groceries,72,425,30,0,0,3
2025-05-16,Coffee,Groceries,99,403,400,1,0,6
2025-05-17,Laptop,Electronics,39,453,70000,0,0,6
2025-05-17,Smartphone,Electronics,62,446,30000,1,0,3
2025-05-17,Headphones,Electronics,47,448,3000,0,0,2
2025-05-17,T-Shirt,Fashion,60,441,800,0,0,7
2025-05-17,Jeans,Fashion,54,419,1500,0,0,6
2025-05-17,Sneakers,Fashion,58,438,2500,0,0,5
2025-05-17,Rice,Groceries,88,386,60,0,0,6
2025-05-17,Milk,Groceries,108,380,30,1,0,7
2025-05-17,Coffee,Groceries,78,410,400,0,0,3
2025-05-18,Laptop,Electronics,44,446,70000,0,0,4
2025-05-18,Smartphone,Electronics,41,472,30000,0,0,7
2025-05-18,Headphones,Electronics,44,440,3000,0,0,5
2025-05-18,T-Shirt,Fashion,52,437,800,0,0,5
2025-05-18,Jeans,Fashion,53,440,1500,0,0,3
2025-05-18,Sneakers,Fashion,49,457,2500,0,0,4
2025-05-18,Rice,Groceries,88,416,60,0,0,3
2025-05-18,Milk,Groceries,79,456,30,0,0,2
2025-05-18,Coffee,Groceries,76,434,400,0,0,2
2025-05-19,Laptop,Electronics,27,474,70000,0,0,4
2025-05-19,Smartphone,Electronics,28,494,30000,0,0,3
2025-05-19,Headphones,Electronics,31,475,3000,0,0,5
2025-05-19,T-Shirt,Fashion,63,399,800,1,0,4
2025-05-19,Jeans,Fashion,40,459,1500,0,0,6
2025-05-19,Sneakers,Fashion,42,464,2500,0,0,7
2025-05-19,Rice,Groceries,64,438,60,0,0,3
2025-05-19,Milk,Groceries,80,451,30,0,0,7
2025-05-19,Coffee,Groceries,79,406,400,0,0,6
2025-05-20,Laptop,Electronics,33,458,70000,0,0,3
2025-05-20,Smartphone,Electronics,25,472,30000,0,0,3
2025-05-20,Headphones,Electronics,22,497,3000,0,0,6
2025-05-20,T-Shirt,Fashion,45,452,800,0,0,4
2025-05-20,Jeans,Fashion,44,461,1500,0,0,6
2025-05-20,Sneakers,Fashion,47,453,2500,0,0,3
2025-05-20,Rice,Groceries,77,425,60,0,0,6
2025-05-20,Milk,Groceries,64,448,30,0,0,6
2025-05-20,Coffee,Groceries,76,456,400,0,0,3
2025-05-21,Laptop,Electronics,28,414,70000,0,0,5
2025-05-21,Smartphone,Electronics,25,464,30000,0,0,7
2025-05-21,Headphones,Electronics,30,472,3000,0,0,2
2025-05-21,T-Shirt,Fashion,42,466,800,0,0,7
2025-05-21,Jeans,Fashion,41,470,1500,0,0,2
2025-05-21,Sneakers,Fashion,50,456,2500,0,0,4
2025-05-21,Rice,Groceries,81,464,60,0,0,5
2025-05-21,Milk,Groceries,70,427,30,0,0,7
2025-05-21,Coffee,Groceries,72,415,400,0,0,3
2025-05-22,Laptop,Electronics,22,488,70000,0,0,2
2025-05-22,Smartphone,Electronics,45,451,30000,1,0,4
2025-05-22,Headphones,Electronics,30,459,3000,0,0,2
2025-05-22,T-Shirt,Fashion,36,479,800,0,0,4
2025-05-22,Jeans,Fashion,41,502,1500,0,0,3
2025-05-22,Sneakers,Fashion,41,449,2500,0,0,4
2025-05-22,Rice,Groceries,75,428,60,0,0,7
2025-05-22,Milk,Groceries,84,447,30,1,0,5
2025-05-22,Coffee,Groceries,75,419,400,0,0,7
2025-05-23,Laptop,Electronics,30,513,70000,0,0,7
2025-05-23,Smartphone,Electronics,15,473,30000,0,0,4
2025-05-23,Headphones,Electronics,22,470,3000,0,0,6
2025-05-23,T-Shirt,Fashion,39,450,800,0,0,2
2025-05-23,Jeans,Fashion,40,491,1500,0,0,3
2025-05-23,Sneakers,Fashion,41,459,2500,0,0,5
2025-05-23,Rice,Groceries,69,383,60,0,0,3
2025-05-23,Milk,Groceries,77,435,30,0,0,7
2025-05-23,Coffee,Groceries,74,437,400,0,0,6
2025-05-24,Laptop,Electronics,30,463,70000,0,0,3
2025-05-24,Smartphone,Electronics,32,452,30000,0,0,2
2025-05-24,Headphones,Electronics,27,475,3000,0,0,2
2025-05-24,T-Shirt,Fashion,52,466,800,0,0,2
2025-05-24,Jeans,Fashion,41,427,1500,0,0,5
2025-05-24,Sneakers,Fashion,40,417,2500,0,0,6
2025-05-24,Rice,Groceries,72,410,60,0,0,5
2025-05-24,Milk,Groceries,79,413,30,0,0,6
2025-05-24,Coffee,Groceries,72,450,400,0,0,4
2025-05-25,Laptop,Electronics,30,459,70000,0,0,4
2025-05-25,Smartphone,Electronics,38,450,30000,0,0,4
2025-05-25,Headphones,Electronics,34,447,3000,0,0,6
2025-05-25,T-Shirt,Fashion,70,417,800,1,0,6
2025-05-25,Jeans,Fashion,49,416,1500,0,0,7
2025-05-25,Sneakers,Fashion,78,442,2500,1,0,3
2025-05-25,Rice,Groceries,78,413,60,0,0,6
2025-05-25,Milk,Groceries,78,395,30,0,0,2
2025-05-25,Coffee,Groceries,88,373,400,0,0,2
2025-05-26,Laptop,Electronics,23,459,70000,0,0,7
2025-05-26,Smartphone,Electronics,29,484,30000,0,0,2
2025-05-26,Headphones,Electronics,26,462,3000,0,0,2
2025-05-26,T-Shirt,Fashion,49,401,800,0,0,3
2025-05-26,Jeans,Fashion,40,443,1500,0,0,3
2025-05-26,Sneakers,Fashion,39,457,2500,0,0,7
2025-05-26,Rice,Groceries,71,450,60,0,0,2
2025-05-26,Milk,Groceries,70,446,30,0,0,6
2025-05-26,Coffee,Groceries,64,457,400,0,0,6
2025-05-27,Laptop,Electronics,24,467,70000,0,0,6
2025-05-27,Smartphone,Electronics,33,458,30000,0,0,6
2025-05-27,Headphones,Electronics,24,482,3000,0,0,2
2025-05-27,T-Shirt,Fashion,61,443,800,1,0,5
2025-05-27,Jeans,Fashion,44,482,1500,0,0,4
2025-05-27,Sneakers,Fashion,47,471,2500,0,0,6
2025-05-27,Rice,Groceries,73,414,60,0,0,4
2025-05-27,Milk,Groceries,74,408,30,0,0,2
2025-05-27,Coffee,Groceries,89,409,400,1,0,4
2025-05-28,Laptop,Electronics,29,457,70000,0,0,3
2025-05-28,Smartphone,Electronics,23,427,30000,0,0,6
2025-05-28,Headphones,Electronics,45,424,3000,1,0,6
2025-05-28,T-Shirt,Fashion,43,461,800,0,0,3
2025-05-28,Jeans,Fashion,46,468,1500,0,0,3
2025-05-28,Sneakers,Fashion,39,438,2500,0,0,7
2025-05-28,Rice,Groceries,76,409,60,0,0,6
2025-05-28,Milk,Groceries,70,428,30,0,0,7
2025-05-28,Coffee,Groceries,88,412,400,0,0,7
2025-05-29,Laptop,Electronics,29,481,70000,0,0,6
2025-05-29,Smartphone,Electronics,24,459,30000,0,0,7
2025-05-29,Headphones,Electronics,29,494,3000,0,0,2
2025-05-29,T-Shirt,Fashion,54,461,800,0,0,3
2025-05-29,Jeans,Fashion,43,447,1500,0,0,7
2025-05-29,Sneakers,Fashion,45,466,2500,0,0,6
2025-05-29,Rice,Groceries,76,412,60,0,0,7
2025-05-29,Milk,Groceries,87,419,30,1,0,4
2025-05-29,Coffee,Groceries,81,455,400,0,0,6
2025-05-30,Laptop,Electronics,30,446,70000,0,0,4
2025-05-30,Smartphone,Electronics,38,446,30000,0,0,4
2025-05-30,Headphones,Electronics,47,462,3000,1,0,7
2025-05-30,T-Shirt,Fashion,39,479,800,0,0,6
2025-05-30,Jeans,Fashion,52,458,1500,0,0,5
2025-05-30,Sneakers,Fashion,51,448,2500,0,0,5
2025-05-30,Rice,Groceries,78,420,60,0,0,5
2025-05-30,Milk,Groceries,101,386,30,1,0,4
2025-05-30,Coffee,Groceries,75,427,400,0,0,6
2025-05-31,Laptop,Electronics,45,443,70000,0,0,5
2025-05-31,Smartphone,Electronics,46,438,30000,0,0,4
2025-05-31,Headphones,Electronics,45,437,3000,0,0,4
2025-05-31,T-Shirt,Fashion,62,437,800,0,0,6
2025-05-31,Jeans,Fashion,53,419,1500,0,0,4
2025-05-31,Sneakers,Fashion,60,432,2500,0,0,2
2025-05-31,Rice,Groceries,91,414,60,0,0,5
2025-05-31,Milk,Groceries,83,428,30,0,0,6
2025-05-31,Coffee,Groceries,85,396,400,0,0,7
2025-06-01,Laptop,Electronics,47,506,70000,0,0,4
2025-06-01,Smartphone,Electronics,39,471,30000,0,0,6
2025-06-01,Headphones,Electronics,44,451,3000,0,0,3
2025-06-01,T-Shirt,Fashion,62,479,800,0,0,6
2025-06-01,Jeans,Fashion,62,382,1500,0,0,4
2025-06-01,Sneakers,Fashion,65,458,2500,0,0,4
2025-06-01,Rice,Groceries,87,406,60,0,0,4
2025-06-01,Milk,Groceries,91,402,30,0,0,6
2025-06-01,Coffee,Groceries,87,354,400,0,0,7
2025-06-02,Laptop,Electronics,44,440,70000,0,0,3
2025-06-02,Smartphone,Electronics,42,431,30000,0,0,5
2025-06-02,Headphones,Electronics,41,454,3000,0,0,6
2025-06-02,T-Shirt,Fashion,47,431,800,0,0,3
2025-06-02,Jeans,Fashion,61,410,1500,0,0,2
2025-06-02,Sneakers,Fashion,58,445,2500,0,0,5
2025-06-02,Rice,Groceries,88,387,60,0,0,5
2025-06-02,Milk,Groceries,84,412,30,0,0,6
2025-06-02,Coffee,Groceries,81,402,400,0,0,7
2025-06-03,Laptop,Electronics,37,475,70000,0,0,6
2025-06-03,Smartphone,Electronics,34,502,30000,0,0,6
2025-06-03,Headphones,Electronics,67,450,3000,1,0,3
2025-06-03,T-Shirt,Fashion,55,406,800,0,0,3
2025-06-03,Jeans,Fashion,52,458,1500,0,0,2
2025-06-03,Sneakers,Fashion,50,450,2500,0,0,7
2025-06-03,Rice,Groceries,85,418,60,0,0,7
2025-06-03,Milk,Groceries,80,387,30,0,0,2
2025-06-03,Coffee,Groceries,114,356,400,1,0,3
2025-06-04,Laptop,Electronics,38,448,70000,0,0,6
2025-06-04,Smartphone,Electronics,36,464,30000,0,0,2
2025-06-04,Headphones,Electronics,47,477,3000,0,0,4
2025-06-04,T-Shirt,Fashion,57,436,800,0,0,7
2025-06-04,Jeans,Fashion,60,424,1500,0,0,5
2025-06-04,Sneakers,Fashion,65,426,2500,0,0,3
2025-06-04,Rice,Groceries,83,377,60,0,0,6
2025-06-04,Milk,Groceries,79,410,30,0,0,6
2025-06-04,Coffee,Groceries,84,417,400,0,0,3
2025-06-05,Laptop,Electronics,36,490,70000,0,0,2
2025-06-05,Smartphone,Electronics,57,431,30000,0,0,2
2025-06-05,Headphones,Electronics,51,462,3000,0,0,5
2025-06-05,T-Shirt,Fashion,50,445,800,0,0,7
2025-06-05,Jeans,Fashion,53,386,1500,0,0,5
2025-06-05,Sneakers,Fashion,53,449,2500,0,0,3
2025-06-05,Rice,Groceries,102,394,60,1,0,4
